product_id,name,category,subcategory,brand,price,rating,tags,description
1038,FreshMart Makeup 4788 Ultra,Beauty,Makeup,FreshMart,2857.58,3.6,"fashion,fitness,home",Top-rated Makeup known for its long-lasting performance and style.
1039,WhirlHome Bags 8091 Go,Fashion,Bags,WhirlHome,5287.88,4.8,"office,trending,kids",Top-rated Bags known for its long-lasting performance and style.
1040,TechWave Comics 2281 Pro,Books,Comics,TechWave,184.12,4.6,"discount,outdoor,fitness","Perfect choice for users looking for a discount, outdoor, fitness friendly Comics."
1041,WearWell Outdoor 5392 Plus,Sports,Outdoor,WearWell,7039.45,3.8,"home,discount,fashion",Top-rated Outdoor known for its long-lasting performance and style.
1042,TravelMate Fragrance 5051 X,Beauty,Fragrance,TravelMate,1354.27,4.5,"new,wireless,work","Perfect choice for users looking for a new, wireless, work friendly Fragrance."
1043,HerbalCare Car Accessories 3653 Plus,Automobile,Car Accessories,HerbalCare,7098.68,4.1,"wireless,bestseller,eco","Perfect choice for users looking for a wireless, bestseller, eco friendly Car Accessories."
1044,AromaHome Fitness 7627 Plus,Sports,Fitness,AromaHome,12478.73,4.7,"travel,kids,student","Reliable and durable Fitness suitable for travel, kids, student."
1045,SoftSilk Makeup 4936 Pro,Beauty,Makeup,SoftSilk,1364.79,4.4,"office,trending,home","Reliable and durable Makeup suitable for office, trending, home."
1046,GlowSkin Snacks 3407 Max,Groceries,Snacks,GlowSkin,269.38,4.8,"discount,eco,work","High-quality Snacks from GlowSkin, designed for discount, eco, work usage."
1047,SoftSilk Education 7006 Max,Books,Education,SoftSilk,1466.66,3.9,"premium,gaming,wireless","Lightweight and ergonomic Education ideal for daily premium, gaming, wireless needs."
1048,AromaHome Haircare 8159 Max,Beauty,Haircare,AromaHome,1716.88,4.1,"bestseller,office,fitness","High-quality Haircare from AromaHome, designed for bestseller, office, fitness usage."
1049,BookNest Eyewear 353 Plus,Fashion,Eyewear,BookNest,1142.33,4.1,"office,gaming,portable",Top-rated Eyewear known for its long-lasting performance and style.
1050,BookNest Staples 2036 Flex,Groceries,Staples,BookNest,519.04,4.5,"new,discount,fitness","Lightweight and ergonomic Staples ideal for daily new, discount, fitness needs."
1051,HerbalCare Makeup 299 Plus,Beauty,Makeup,HerbalCare,1018.59,4.3,"travel,gaming,portable",Top-rated Makeup known for its long-lasting performance and style.
1052,HerbalCare Refrigerator 3610 Ultra,Home Appliances,Refrigerator,HerbalCare,46960.08,3.9,"work,student,premium","High-quality Refrigerator from HerbalCare, designed for work, student, premium usage."
1053,SitRight Stationery 4031,Office Supplies,Stationery,SitRight,19568.86,4.6,"work,home,bestseller","Perfect choice for users looking for a work, home, bestseller friendly Stationery."
1054,SoftSilk Apparel 2201 Pro,Fashion,Apparel,SoftSilk,360.41,4.9,"travel,gaming,new","Lightweight and ergonomic Apparel ideal for daily travel, gaming, new needs."
1055,PowerMax Care & Cleaning 7094 Ultra,Automobile,Care & Cleaning,PowerMax,3313.99,4.9,"home,travel,new","Lightweight and ergonomic Care & Cleaning ideal for daily home, travel, new needs."
1056,ToyWorld Cricket 9598 Ultra,Sports,Cricket,ToyWorld,10251.92,3.8,"work,premium,home","Perfect choice for users looking for a work, premium, home friendly Cricket."
1057,WhirlHome Fiction 1410 Max,Books,Fiction,WhirlHome,1883.46,4.0,"gaming,wireless,new","Feature-rich Fiction crafted for modern gaming, wireless, new lifestyles."
1058,Nutrimax Appliances 1044 Max,Home & Kitchen,Appliances,Nutrimax,7288.13,3.6,"travel,eco,outdoor",Top-rated Appliances known for its long-lasting performance and style.
1059,Nutrimax Education 9607 Plus,Books,Education,Nutrimax,278.46,4.1,"travel,office,wireless","Feature-rich Education crafted for modern travel, office, wireless lifestyles."
1060,DeskPro Staples 4990 Pro,Groceries,Staples,DeskPro,614.75,4.7,"new,bestseller,trending","High-quality Staples from DeskPro, designed for new, bestseller, trending usage."
1061,Nutrimax Desk Accessories 4158 Max,Office Supplies,Desk Accessories,Nutrimax,11332.12,3.9,"office,fitness,kids","Perfect choice for users looking for a office, fitness, kids friendly Desk Accessories."
1062,AirCool VR Headset 4043 Plus,Wearables,VR Headset,AirCool,21953.03,4.2,"work,discount,portable","Lightweight and ergonomic VR Headset ideal for daily work, discount, portable needs."
1063,SoftSilk Snacks 1122 Max,Groceries,Snacks,SoftSilk,997.71,3.7,"portable,office,wireless","Reliable and durable Snacks suitable for portable, office, wireless."
1064,ChefPro Breakfast 9011 Pro,Groceries,Breakfast,ChefPro,507.39,4.1,"work,outdoor,office","High-quality Breakfast from ChefPro, designed for work, outdoor, office usage."
1065,FitTrack Bags 7159 Max,Fashion,Bags,FitTrack,947.87,4.0,"outdoor,work,kids","Perfect choice for users looking for a outdoor, work, kids friendly Bags."
1066,SprintX Bike Accessories 7488 Go,Automobile,Bike Accessories,SprintX,1062.3,4.8,"portable,office,eco","High-quality Bike Accessories from SprintX, designed for portable, office, eco usage."
1067,TechWave Smartwatch 674 Go,Wearables,Smartwatch,TechWave,16093.8,4.2,"kids,work,travel","Reliable and durable Smartwatch suitable for kids, work, travel."
1068,SprintX Bike Accessories 296 Pro,Automobile,Bike Accessories,SprintX,9498.37,4.4,"portable,fashion,work","Reliable and durable Bike Accessories suitable for portable, fashion, work."
1069,FreshMart Lighting 2981 Pro,Home & Kitchen,Lighting,FreshMart,1933.23,3.7,"bestseller,office,fashion","Reliable and durable Lighting suitable for bestseller, office, fashion."
1070,ChefMaster VR Headset 7048 Plus,Wearables,VR Headset,ChefMaster,13351.22,3.9,"trending,outdoor,fitness","Perfect choice for users looking for a trending, outdoor, fitness friendly VR Headset."
1071,VeloDrive Snacks 2950 Go,Groceries,Snacks,VeloDrive,843.16,4.3,"budget,home,eco","High-quality Snacks from VeloDrive, designed for budget, home, eco usage."
1072,ToyWorld Bike Accessories 1553,Automobile,Bike Accessories,ToyWorld,1535.65,4.8,"budget,student,gaming","Feature-rich Bike Accessories crafted for modern budget, student, gaming lifestyles."
1073,PlayTech Washing Machine 6854 Ultra,Home Appliances,Washing Machine,PlayTech,35646.21,4.5,"fashion,office,discount","Reliable and durable Washing Machine suitable for fashion, office, discount."
1074,PowerMax Snacks 7680 Pro,Groceries,Snacks,PowerMax,260.21,4.1,"student,work,travel","High-quality Snacks from PowerMax, designed for student, work, travel usage."
1075,TechWave Board Game 5413 Pro,Toys,Board Game,TechWave,4439.1,4.3,"eco,premium,budget","Reliable and durable Board Game suitable for eco, premium, budget."
1076,PowerMax Furniture 5026 Lite,Home & Kitchen,Furniture,PowerMax,6371.22,3.6,"bestseller,outdoor,new",Top-rated Furniture known for its long-lasting performance and style.
1077,SprintX Self-help 4965 Max,Books,Self-help,SprintX,161.78,3.9,"travel,outdoor,work","Perfect choice for users looking for a travel, outdoor, work friendly Self-help."
1078,EcoServe Storage 321 X,Office Supplies,Storage,EcoServe,8494.27,4.7,"office,bestseller,travel","Lightweight and ergonomic Storage ideal for daily office, bestseller, travel needs."
1079,BookNest Air Cooler 8148 Plus,Home Appliances,Air Cooler,BookNest,14388.39,4.5,"discount,outdoor,budget","Lightweight and ergonomic Air Cooler ideal for daily discount, outdoor, budget needs."
1080,SoundMax Fitness 8555 Flex,Sports,Fitness,SoundMax,12367.65,4.4,"student,bestseller,office","Reliable and durable Fitness suitable for student, bestseller, office."
1081,FreshMart Self-help 8518,Books,Self-help,FreshMart,347.36,3.9,"premium,student,travel","Feature-rich Self-help crafted for modern premium, student, travel lifestyles."
1082,VeloDrive Board Game 7630 Pro,Toys,Board Game,VeloDrive,5236.01,3.8,"bestseller,student,fashion","High-quality Board Game from VeloDrive, designed for bestseller, student, fashion usage."
1083,DeskPro Comics 4904 Plus,Books,Comics,DeskPro,803.22,4.6,"budget,travel,kids",Top-rated Comics known for its long-lasting performance and style.
1084,Nutrimax Badminton 5186,Sports,Badminton,Nutrimax,4857.0,4.0,"fashion,work,travel",Top-rated Badminton known for its long-lasting performance and style.
1085,SoundMax Makeup 5453 Max,Beauty,Makeup,SoundMax,2872.76,3.5,"discount,student,kids","High-quality Makeup from SoundMax, designed for discount, student, kids usage."
1086,ToyWorld Decor 8922 Plus,Home & Kitchen,Decor,ToyWorld,4775.52,3.7,"new,trending,work","High-quality Decor from ToyWorld, designed for new, trending, work usage."
1087,Nutrimax Printer 8097 Lite,Electronics,Printer,Nutrimax,14002.81,4.7,"portable,gaming,office","Reliable and durable Printer suitable for portable, gaming, office."
1088,HerbalCare Skincare 808 Ultra,Beauty,Skincare,HerbalCare,2757.81,4.8,"new,fitness,budget","High-quality Skincare from HerbalCare, designed for new, fitness, budget usage."
1089,SitRight Laptop 9325 Go,Electronics,Laptop,SitRight,79848.93,4.2,"trending,gaming,work","Reliable and durable Laptop suitable for trending, gaming, work."
1090,UrbanWalk Car Accessories 4869 Ultra,Automobile,Car Accessories,UrbanWalk,2603.69,3.6,"home,wireless,eco","Reliable and durable Car Accessories suitable for home, wireless, eco."
1091,FitTrack Comics 3335 Flex,Books,Comics,FitTrack,1347.88,4.7,"portable,discount,new","Reliable and durable Comics suitable for portable, discount, new."
1092,GlowSkin Smartwatch 8383 Pro,Wearables,Smartwatch,GlowSkin,20085.04,3.8,"discount,bestseller,outdoor","High-quality Smartwatch from GlowSkin, designed for discount, bestseller, outdoor usage."
1093,ChefPro Remote Control 8178 Pro,Toys,Remote Control,ChefPro,15255.06,3.8,"kids,gaming,student","High-quality Remote Control from ChefPro, designed for kids, gaming, student usage."
1094,DeskPro Remote Control 2294 Max,Toys,Remote Control,DeskPro,3725.34,3.5,"gaming,student,portable","Perfect choice for users looking for a gaming, student, portable friendly Remote Control."
1095,PowerMax Bags 187 Pro,Fashion,Bags,PowerMax,5720.88,5.0,"student,fashion,kids","Perfect choice for users looking for a student, fashion, kids friendly Bags."
1096,SportX Refrigerator 6091,Home Appliances,Refrigerator,SportX,32681.99,4.9,"outdoor,fitness,new","High-quality Refrigerator from SportX, designed for outdoor, fitness, new usage."
1097,WearWell Education 3214 Lite,Books,Education,WearWell,238.49,4.8,"kids,budget,fashion","Lightweight and ergonomic Education ideal for daily kids, budget, fashion needs."
1098,BookNest VR Headset 3875 X,Wearables,VR Headset,BookNest,11236.55,4.2,"budget,fitness,travel","High-quality VR Headset from BookNest, designed for budget, fitness, travel usage."
1099,AromaHome Smartwatch 3292 Plus,Wearables,Smartwatch,AromaHome,10920.88,3.5,"bestseller,budget,outdoor","Perfect choice for users looking for a bestseller, budget, outdoor friendly Smartwatch."
1100,EcoSip Action Figures 9848 Lite,Toys,Action Figures,EcoSip,16257.43,3.8,"bestseller,fitness,eco","High-quality Action Figures from EcoSip, designed for bestseller, fitness, eco usage."
1101,BookNest Accessories 8543 Pro,Electronics,Accessories,BookNest,6043.81,4.9,"student,gaming,home","Feature-rich Accessories crafted for modern student, gaming, home lifestyles."
1102,PlayTech Desk Accessories 2584 X,Office Supplies,Desk Accessories,PlayTech,16544.49,3.7,"outdoor,kids,eco",Top-rated Desk Accessories known for its long-lasting performance and style.
1103,EcoSip Makeup 6867 Max,Beauty,Makeup,EcoSip,1036.15,4.0,"fashion,budget,student","Reliable and durable Makeup suitable for fashion, budget, student."
1104,WhirlHome Staples 5412 Max,Groceries,Staples,WhirlHome,132.63,3.8,"new,student,outdoor","Perfect choice for users looking for a new, student, outdoor friendly Staples."
1105,ChefMaster Care & Cleaning 7015 Lite,Automobile,Care & Cleaning,ChefMaster,2786.26,3.5,"home,gaming,eco",Top-rated Care & Cleaning known for its long-lasting performance and style.
1106,AirCool Cricket 7883 X,Sports,Cricket,AirCool,13371.87,3.6,"travel,bestseller,wireless","Perfect choice for users looking for a travel, bestseller, wireless friendly Cricket."
1107,WhirlHome Smartwatch 1083 X,Wearables,Smartwatch,WhirlHome,11735.24,3.9,"bestseller,wireless,fitness","Perfect choice for users looking for a bestseller, wireless, fitness friendly Smartwatch."
1108,EcoSip Skincare 7489 Pro,Beauty,Skincare,EcoSip,564.02,4.1,"portable,trending,fitness","Reliable and durable Skincare suitable for portable, trending, fitness."
1109,SportX Washing Machine 3489 X,Home Appliances,Washing Machine,SportX,12979.0,4.0,"home,discount,trending","High-quality Washing Machine from SportX, designed for home, discount, trending usage."
1110,SportX Monitor 8539 Go,Electronics,Monitor,SportX,87577.53,4.7,"fitness,outdoor,eco",Top-rated Monitor known for its long-lasting performance and style.
1111,SprintX Fitness Band 6186 Go,Wearables,Fitness Band,SprintX,23477.28,3.8,"fashion,trending,budget",Top-rated Fitness Band known for its long-lasting performance and style.
1112,SportX Remote Control 1561 Pro,Toys,Remote Control,SportX,8796.83,4.3,"discount,trending,bestseller","High-quality Remote Control from SportX, designed for discount, trending, bestseller usage."
1113,SprintX Furniture 2266 Go,Home & Kitchen,Furniture,SprintX,6568.79,3.6,"new,work,outdoor","Lightweight and ergonomic Furniture ideal for daily new, work, outdoor needs."
1114,BookNest Fitness Band 4097 Ultra,Wearables,Fitness Band,BookNest,23547.07,3.9,"fashion,trending,home","Feature-rich Fitness Band crafted for modern fashion, trending, home lifestyles."
1115,HomeLite Water Purifier 313 Ultra,Home Appliances,Water Purifier,HomeLite,10562.85,4.7,"gaming,fashion,outdoor","Feature-rich Water Purifier crafted for modern gaming, fashion, outdoor lifestyles."
1116,SoftSilk Cricket 4863 Flex,Sports,Cricket,SoftSilk,1039.79,4.1,"budget,fitness,travel","Feature-rich Cricket crafted for modern budget, fitness, travel lifestyles."
1117,GlowSkin Printer 8686 Ultra,Electronics,Printer,GlowSkin,15895.98,4.4,"bestseller,discount,fitness","Lightweight and ergonomic Printer ideal for daily bestseller, discount, fitness needs."
1118,FitTrack Cricket 5222 Ultra,Sports,Cricket,FitTrack,7958.05,4.4,"budget,fitness,kids","Feature-rich Cricket crafted for modern budget, fitness, kids lifestyles."
1119,SoundMax Comics 4929,Books,Comics,SoundMax,633.07,5.0,"trending,home,portable","Feature-rich Comics crafted for modern trending, home, portable lifestyles."
1120,Nutrimax Educational 3683 Go,Toys,Educational,Nutrimax,5781.71,4.2,"budget,outdoor,eco",Top-rated Educational known for its long-lasting performance and style.
1121,GlowSkin Storage 163,Office Supplies,Storage,GlowSkin,13523.43,4.5,"portable,outdoor,fashion",Top-rated Storage known for its long-lasting performance and style.
1122,TravelMate Washing Machine 8697,Home Appliances,Washing Machine,TravelMate,10222.14,4.1,"office,gaming,bestseller","Reliable and durable Washing Machine suitable for office, gaming, bestseller."
1123,SoftSilk Snacks 1242 Plus,Groceries,Snacks,SoftSilk,831.89,4.4,"kids,wireless,premium",Top-rated Snacks known for its long-lasting performance and style.
1124,DeskPro VR Headset 7792 Go,Wearables,VR Headset,DeskPro,1920.38,4.3,"fashion,student,wireless","Feature-rich VR Headset crafted for modern fashion, student, wireless lifestyles."
1125,Skyline Breakfast 7047 Flex,Groceries,Breakfast,Skyline,611.67,4.7,"wireless,student,gaming","Lightweight and ergonomic Breakfast ideal for daily wireless, student, gaming needs."
1126,Nutrimax Desk Accessories 7424 X,Office Supplies,Desk Accessories,Nutrimax,4970.84,4.1,"new,discount,bestseller",Top-rated Desk Accessories known for its long-lasting performance and style.
1127,Nutrimax Action Figures 4310 Flex,Toys,Action Figures,Nutrimax,771.78,4.8,"office,new,bestseller","Feature-rich Action Figures crafted for modern office, new, bestseller lifestyles."
1128,PlayTech Staples 626 Ultra,Groceries,Staples,PlayTech,420.42,4.5,"new,trending,fashion","Perfect choice for users looking for a new, trending, fashion friendly Staples."
1129,ChefMaster Fitness Band 369 Max,Wearables,Fitness Band,ChefMaster,7545.98,4.2,"travel,bestseller,student","Feature-rich Fitness Band crafted for modern travel, bestseller, student lifestyles."
1130,TravelMate Smartwatch 7090 Flex,Wearables,Smartwatch,TravelMate,5775.11,3.9,"portable,outdoor,kids","High-quality Smartwatch from TravelMate, designed for portable, outdoor, kids usage."
1131,ToyWorld Appliances 3864 Flex,Home & Kitchen,Appliances,ToyWorld,9645.55,3.5,"office,home,discount","Feature-rich Appliances crafted for modern office, home, discount lifestyles."
1132,FitTrack Beverages 6999 Flex,Groceries,Beverages,FitTrack,491.63,4.1,"trending,outdoor,gaming","Perfect choice for users looking for a trending, outdoor, gaming friendly Beverages."
1133,SitRight Care & Cleaning 3249 Plus,Automobile,Care & Cleaning,SitRight,11555.76,4.0,"bestseller,office,home","High-quality Care & Cleaning from SitRight, designed for bestseller, office, home usage."
1134,PlayTech Air Cooler 7524 Max,Home Appliances,Air Cooler,PlayTech,10464.87,4.4,"premium,travel,kids","Lightweight and ergonomic Air Cooler ideal for daily premium, travel, kids needs."
1135,EcoServe Action Figures 5134 Max,Toys,Action Figures,EcoServe,8949.57,4.3,"eco,fitness,fashion","Reliable and durable Action Figures suitable for eco, fitness, fashion."
1136,FitTrack Outdoor 563 Max,Sports,Outdoor,FitTrack,4543.39,3.6,"fitness,new,work","Feature-rich Outdoor crafted for modern fitness, new, work lifestyles."
1137,UrbanWalk Staples 4936 Max,Groceries,Staples,UrbanWalk,450.22,4.1,"kids,gaming,eco","Perfect choice for users looking for a kids, gaming, eco friendly Staples."
1138,SoftSilk Educational 7722 Pro,Toys,Educational,SoftSilk,15720.91,3.8,"bestseller,premium,home","Reliable and durable Educational suitable for bestseller, premium, home."
1139,WearWell Snacks 4381 Lite,Groceries,Snacks,WearWell,690.82,4.0,"fitness,discount,travel","Perfect choice for users looking for a fitness, discount, travel friendly Snacks."
1140,TravelMate Storage 4474 X,Home & Kitchen,Storage,TravelMate,7256.01,3.9,"fashion,outdoor,trending","Feature-rich Storage crafted for modern fashion, outdoor, trending lifestyles."
1141,Nutrimax Cricket 6480 X,Sports,Cricket,Nutrimax,2028.37,3.6,"outdoor,premium,trending","High-quality Cricket from Nutrimax, designed for outdoor, premium, trending usage."
1142,VeloDrive Smartphone 5374 Go,Electronics,Smartphone,VeloDrive,28491.73,4.5,"discount,travel,student","Perfect choice for users looking for a discount, travel, student friendly Smartphone."
1143,Nutrimax Smartwatch 6817 Ultra,Wearables,Smartwatch,Nutrimax,1624.0,4.4,"gaming,outdoor,kids","Reliable and durable Smartwatch suitable for gaming, outdoor, kids."
1144,EcoSip Comics 1629 Flex,Books,Comics,EcoSip,200.4,3.5,"trending,gaming,student","Reliable and durable Comics suitable for trending, gaming, student."
1145,SitRight Beverages 8907 Plus,Groceries,Beverages,SitRight,399.01,4.5,"premium,gaming,new","Reliable and durable Beverages suitable for premium, gaming, new."
1146,FreshMart Educational 8904 X,Toys,Educational,FreshMart,11591.63,4.1,"bestseller,fitness,discount","High-quality Educational from FreshMart, designed for bestseller, fitness, discount usage."
1147,UrbanWalk Fitness Band 74 X,Wearables,Fitness Band,UrbanWalk,10391.68,4.0,"office,gaming,premium","Reliable and durable Fitness Band suitable for office, gaming, premium."
1148,HerbalCare Self-help 396 Flex,Books,Self-help,HerbalCare,1928.88,3.9,"portable,travel,wireless","Perfect choice for users looking for a portable, travel, wireless friendly Self-help."
1149,WearWell Laptop 7460 Lite,Electronics,Laptop,WearWell,51163.81,4.2,"home,fitness,new","Perfect choice for users looking for a home, fitness, new friendly Laptop."
1150,Nutrimax Smartwatch 5532 Ultra,Wearables,Smartwatch,Nutrimax,4518.71,4.0,"trending,gaming,premium","Feature-rich Smartwatch crafted for modern trending, gaming, premium lifestyles."
1151,PowerMax Desk Accessories 2124 Flex,Office Supplies,Desk Accessories,PowerMax,7710.35,3.7,"outdoor,budget,work","Feature-rich Desk Accessories crafted for modern outdoor, budget, work lifestyles."
1152,TechWave Appliances 4355 Pro,Home & Kitchen,Appliances,TechWave,9546.88,3.6,"discount,fashion,eco","Feature-rich Appliances crafted for modern discount, fashion, eco lifestyles."
1153,GlowSkin Desk Accessories 9358 Plus,Office Supplies,Desk Accessories,GlowSkin,9616.61,4.2,"fitness,eco,premium",Top-rated Desk Accessories known for its long-lasting performance and style.
1154,DeskPro Fiction 4990 Pro,Books,Fiction,DeskPro,1925.65,4.2,"kids,bestseller,wireless","Lightweight and ergonomic Fiction ideal for daily kids, bestseller, wireless needs."
1155,HomeLite Storage 2376 Pro,Office Supplies,Storage,HomeLite,15080.45,4.3,"discount,premium,fitness","Feature-rich Storage crafted for modern discount, premium, fitness lifestyles."
1156,SportX Outdoor 9039 Lite,Sports,Outdoor,SportX,8338.76,4.9,"portable,premium,discount","Feature-rich Outdoor crafted for modern portable, premium, discount lifestyles."
1157,PowerMax Smartphone 1774 Flex,Electronics,Smartphone,PowerMax,28463.59,4.1,"fitness,fashion,discount","Feature-rich Smartphone crafted for modern fitness, fashion, discount lifestyles."
1158,SoundMax Apparel 4725,Fashion,Apparel,SoundMax,2064.89,3.6,"travel,work,home","High-quality Apparel from SoundMax, designed for travel, work, home usage."
1159,SoftSilk Washing Machine 2842 Flex,Home Appliances,Washing Machine,SoftSilk,44820.79,4.7,"fashion,premium,home","High-quality Washing Machine from SoftSilk, designed for fashion, premium, home usage."
1160,ChefMaster Lighting 1584 Max,Home & Kitchen,Lighting,ChefMaster,1316.83,3.6,"discount,work,new","Feature-rich Lighting crafted for modern discount, work, new lifestyles."
1161,SoftSilk Smartwatch 6366 Lite,Wearables,Smartwatch,SoftSilk,22041.75,4.9,"eco,premium,portable","Lightweight and ergonomic Smartwatch ideal for daily eco, premium, portable needs."
